CarID,Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
2768,Mercedes, C Class,Semi-Auto,Diesel,2019.0,15838.0,145.0,61.4,2.0,45.0,3.0,24498
735,Toyota, RAV4,Manual,Diesel,2007.0,120870.0,235.0,42.8,2.2,37.0,0.0,2991
-332,Ope, Mokka X,Manual,Petrol,2017.0,19691.0,145.0,47.1,1.4,81.0,2.0,10930
2106,Skoda, Citigo,Manual,Petrol,2017.0,44719.0,20.0,64.2,,97.0,2.0,5275
2679,VW, Polo,Manual,Petrol,2016.0,15947.0,20.0,58.9,1.0,65.0,4.0,9542
3229,VW, Polo,Manual,Petrol,2017.0,9801.0,20.0,58.9,1.0,89.0,2.0,9980
2761,VW, T-Roc,Automatic,Petrol,,3853.0,145.0,39.8,1.5,44.0,2.0,25990
592,Ford, Fiesta,Manual,Petrol,2014.0,35419.0,0.0,65.7,1.0,95.0,3.0,6890
1303,Toyota, Prius,Automatic,Other,2015.0,28254.0,,64.2,1.8,50.0,4.0,21790
1387,Hyundai, Kona,Manual,Petrol,2018.0,16700.0,145.0,44.1,1.0,72.0,0.0,13295
-324,BMW, 1 Series,manual,Diesel,2018.0,14530.0,145.0,51.4,1.5,95.0,4.0,14985
3344,Hyundai, I10,Manual,Petrol,2013.0,,20.0,,1.2,85.0,3.0,3995
3827,BMW,3 Series,Manual,Diesel,2016.0,51379.0,20.0,,2.0,39.0,1.0,12480
2987,Ford, Ka+,Manual,Petrol,2018.0,4799.0,145.0,43.5,1.2,91.0,4.0,9791
-530,V, Golf,Manual,Diesel,2016.0,26317.0,20.0,67.3,2.0,45.0,2.0,16291
3297,Opel, Mokka X,Automatic,Petrol,2017.0,20148.0,,43.5,1.4,80.0,1.0,13900
904,Ford, Fiesta,Manual,Petrol,2019.0,13600.0,145.0,58.9,1.0,52.0,1.0,13895
-244,Skoda, KAROQ,Manual,PETROL,2018.0,8901.0,145.0,43.5,2.0,90.0,0.0,19495
1279,BMW, 5 Series,Semi-Auto,Petrol,2017.0,15856.0,200.0,39.2,3.0,58.0,2.0,25980
933,Audi, A3,Manual,Petrol,2014.0,34250.0,30.0,55.4,1.4,84.0,0.0,10202
-509,VW, Polo,manual,Petrol,2016.0,29605.0,20.0,60.1,1.2,82.0,3.0,9995
2308,VW, Touareg,Semi-Auto,Diesel,2019.0,1638.0,150.0,34.5,3.0,52.0,1.0,41990
1555,Mercedes, A Class,,Diesel,2020.0,4158.0,145.0,65.7,1.5,58.0,3.0,27791
-172,ford, Focus,Manual,Diesel,2018.0,18332.0,145.0,74.3,1.5,91.0,3.0,16479
-31,Mercedes, B Class,Semi-Auto,iesel,2019.0,8612.0,145.0,54.3,2.0,79.0,2.0,26395
-90,Audi, S4,Automatic,Diesel,2020.0,1500.0,145.0,39.2,0.0,37.0,3.0,44888
706,Opel, Adam,Manual,Petrol,2017.0,8854.0,150.0,53.3,1.2,60.0,1.0,8490
-319,Opel,Corsa,anual,Petrol,2018.0,9079.0,150.0,43.5,1.4,70.0,1.0,8361
3070,, A3,Manual,,2017.0,20359.0,30.0,60.1,1.4,37.0,1.0,17498
745,Mercedes, gla class,Semi-Auto,Diesel,2017.0,12501.0,145.0,,2.1,61.0,3.0,20999
1939,Mercedes, A Class,Manual,Diesel,2016.0,52178.0,30.0,65.7,2.1,97.0,4.0,11900
-12,BM, 4 Series,Automatic,Diesel,2019.0,7102.0,145.0,58.9,2.0,71.0,3.0,27940
2862,Ford, Fiesta,Manual,Petrol,2013.0,27413.0,0.0,65.7,1.0,55.0,4.0,7361
3383,Mercedes, C Class,Automatic,Diesel,2016.0,,30.0,64.2,2.1,34.0,4.0,19400
513,BMW, X7,Semi-Auto,Diesel,2019.0,1657.0,145.0,31.4,3.0,37.0,2.0,73990
81,Ford, Focus,Manual,Petrol,2018.0,10306.0,145.0,58.9,1.0,42.0,0.0,14998
-578,BMW, 4 Series,automatic,Diesel,2016.0,89200.0,30.0,65.7,2.0,,2.0,14000
1308,Mercedes, E Class,Semi-Auto,Diesel,2015.0,17167.0,145.0,54.3,3.0,37.0,2.0,19498
-209,BMW, 4 Series,SEMI-AUTO,Diesel,2015.0,,125.0,58.9,2.0,96.0,1.0,16991
914,VW, Passat,Automatic,Diesel,2019.0,8455.0,145.0,,2.0,40.0,1.0,24000
-420,Opel, Mokka X,manual,Petrol,2019.0,16998.0,145.0,39.2,1.4,82.0,4.0,12499
3986,Opel, Corsa,Manual,Petrol,2015.0,44797.0,30.0,55.4,1.4,76.0,2.0,6998
2198,BMW, 3 Series,Semi-Auto,Diesel,2019.0,5600.0,145.0,52.3,2.0,33.0,4.0,27990
774,,,Automatic,Diesel,2019.0,3986.0,145.0,47.1,2.0,98.0,2.0,36990
329,VW, Polo,Manual,Petrol,2019.0,9367.0,145.0,52.3,1.0,96.0,1.0,13490
2054,Ford, Fiesta,Manual,Petrol,2017.0,41069.0,0.0,65.7,1.0,48.0,4.0,8499
2001,Ford, S-MAX,Manual,Diesel,2015.0,53855.0,125.0,56.5,2.0,94.0,4.0,13979
943,Opel, Viva,Manual,Petrol,2018.0,9121.0,,46.3,1.0,79.0,1.0,7995
822,Toyota, GT86,Manual,Petrol,2019.0,995.0,145.0,33.2,2.0,94.0,3.0,23995
-168,W, Sharan,Semi-Auto,Diesel,2017.0,47445.0,150.0,54.3,2.0,78.0,2.0,16391
909,Opel, Grandland X,Manual,Diesel,2019.0,18958.0,,,1.5,98.0,3.0,17871
2516,Skoda, Superb,Manual,Diesel,2019.0,41800.0,145.0,65.7,2.0,47.0,2.0,13980
181,Opel, Corsa,Manual,Petrol,2014.0,44301.0,125.0,51.4,1.4,75.0,0.0,5099
164,Ford,ka+,Manual,Petrol,2019.0,400.0,145.0,43.5,1.2,51.0,0.0,10995
1523,Ford, fiesta,Manual,Petrol,2015.0,33529.0,0.0,65.7,1.0,82.0,1.0,8800
451,Audi, A3,Automatic,Petrol,2019.0,13573.0,150.0,41.5,1.5,39.0,1.0,23500
2538,, Golf,Semi-Auto,Petrol,2019.0,4086.0,145.0,32.8,2.0,57.0,1.0,28799
3484,VW, Polo,Automatic,Petrol,2017.0,20597.0,145.0,60.1,1.2,74.0,2.0,11750
-394,Ford, Focus,Manual,Petrol,2019.0,-42650.45371874818,,,1.0,,3.0,14560
1311,VW, Up,Manual,Petrol,2016.0,13806.0,20.0,,1.0,92.0,4.0,7690
3985,Mercedes, e class,Automatic,Petrol,2019.0,7322.0,145.0,33.7,2.0,66.0,3.0,35660
1111,Opel, Mokka X,Semi-Auto,Petrol,2018.0,14292.0,145.0,37.2,1.4,84.0,0.0,13798
-185,pel, Mokka X,Manual,Petrol,2018.0,19458.0,145.0,47.1,1.4,44.0,4.0,12891
1287,Hyundai, IX20,Manual,Diesel,2014.0,37666.0,30.0,64.2,1.6,74.0,1.0,6190
3778,Opel, Corsa,Manual,Petrol,2013.0,18273.0,125.0,51.4,1.4,87.0,1.0,5590
3867,BMW, 2 Series,Manual,Petrol,2016.0,26089.0,30.0,55.4,1.5,47.0,0.0,11976
3587,VW, Polo,Manual,Petrol,2015.0,24857.0,20.0,60.1,1.2,30.0,1.0,8995
3300,BMW, M3,Semi-Auto,Petrol,2017.0,14894.0,300.0,,3.0,32.0,,38000
3310,BMW, 2 Serie,Semi-Auto,Diesel,2017.0,14500.0,20.0,68.9,2.0,57.0,3.0,14200
-194,Ford, Focus,Manual,Petrol,,20102.0,-45.78061048970173,,1.0,48.0,0.0,9995
3125,Skoda, Fabia,Manual,Petrol,2019.0,12300.0,145.0,57.7,1.0,95.0,3.0,9999
327,VW, Golf,Semi-Auto,Diesel,2019.0,9038.0,145.0,52.3,2.0,,1.0,19478
1790,VW, T-Cros,Manual,Petrol,2019.0,10740.0,145.0,47.9,1.0,79.0,0.0,17704
2490,Toyota, Yaris,Manual,Petrol,2017.0,32498.0,,58.9,1.5,97.0,2.0,8975
2006,Ford, Fiesta,Manual,Petrol,2017.0,22704.0,145.0,64.2,1.1,32.0,2.0,9795
2007,VW, Polo,Manual,Petrol,2019.0,11687.0,145.0,48.7,1.0,66.0,2.0,11425
1858,Mercedes, B Class,Automatic,Diesel,2019.0,11162.0,145.0,53.3,2.0,75.0,3.0,27890
-315,Ford, Focus,anual,Petrol,2018.0,8348.0,,,1.0,79.0,3.0,16990
312,Ford, Kuga,Manual,Diesel,2017.0,35417.0,125.0,60.1,2.0,96.0,3.0,13491
832,Toyota, Auris,Automatic,Hybrid,2015.0,31745.0,0.0,,1.8,45.0,4.0,13600
3079,Audi, A4,Automatic,Petrol,2019.0,6000.0,145.0,40.9,2.0,35.0,2.0,30500
1201,Audi, A7,Semi-Auto,,2017.0,,145.0,52.3,3.0,50.0,0.0,24500
3973,Audi,,Automatic,Petrol,2019.0,2801.0,,47.1,1.0,52.0,1.0,20766
3380,VW, Polo,Manual,Petrol,2015.0,19583.0,20.0,60.1,1.0,88.0,4.0,8432
2134,Skoda, Yeti,Semi-Auto,Petrol,2016.0,5002.0,125.0,51.4,1.2,42.0,1.0,12370
2209,VW, Golf,Manual,Petrol,2018.0,10050.0,145.0,45.6,1.5,53.0,3.0,17896
3983,Audi, q5,Semi-Auto,Diesel,2019.0,9280.0,150.0,38.2,2.0,56.0,2.0,35500
1481,Opel,,Manual,Petrol,2019.0,15009.0,,47.1,1.2,87.0,2.0,10798
777,Ford, Fiesta,Manual,,2018.0,26915.0,145.0,58.9,1.5,96.0,1.0,11060
799,BMW, 5 Series,Semi-Auto,Diesel,2018.0,29482.0,,53.3,3.0,37.0,0.0,27980
54,Ford, Grand C-MAX,Manual,Petrol,2016.0,59478.0,30.0,54.3,,31.0,3.0,9351
2972,Audi, A4,Semi-Auto,Diesel,2016.0,27800.0,125.0,58.9,3.0,49.0,3.0,20950
3335,BMW, 1 Series,Semi-Auto,,2019.0,7500.0,145.0,34.5,2.0,,1.0,30123
1920,Mercedes, GLC Class,Automatic,Petrol,2019.0,5500.0,145.0,,4.0,39.0,1.0,67980
-279,Hyundai, Tucson,Manua,Petrol,2019.0,11133.0,145.0,92.11045520662186,1.6,89.0,1.0,15995
3708,Opel, Mokka X,Manual,Petrol,2019.0,5.0,145.0,,1.4,99.0,1.0,14999
1701,Ford, Fiesta,Manual,Petrol,2018.0,32185.0,,65.7,1.0,30.0,4.0,11320
3293,VW, T-Cross,Manual,Petrol,2019.0,5238.0,145.0,48.7,1.0,85.0,3.0,16750
2161,Mercedes, GLA Class,Semi-Auto,Diesel,2017.0,20969.0,145.0,56.5,2.1,79.0,0.0,19890
1136,Mercedes, C Class,Semi-Auto,Petrol,2016.0,14704.0,150.0,49.6,2.0,50.0,,20990
987,Mercedes, GLA Class,Manual,Petrol,2019.0,20854.0,145.0,40.9,1.6,56.0,2.0,17600
-61,ord, C-MAX,Manual,petrol,2017.0,16176.0,30.0,55.4,1.0,42.0,3.0,10499
3705,Toyota, Auris,Manual,Petrol,2013.0,41959.0,145.0,47.9,1.6,69.0,2.0,6622
3057,Ford, Fiesta,Manual,Petrol,2017.0,13998.0,,65.7,1.0,,3.0,9849
3246,BMW, X5,Automatic,Diesel,2017.0,39593.0,200.0,47.1,3.0,38.0,2.0,32990
1394,Hyundai, I10,Manual,Petrol,2018.0,8878.0,145.0,60.1,1.0,95.0,2.0,8095
2637,Audi, A,Manual,Petrol,2017.0,27937.0,30.0,,1.4,56.0,3.0,13991
768,Audi, A3,Semi-Auto,Hybrid,2015.0,48954.0,0.0,176.6,1.4,57.0,2.0,16000
-331,Opel, Mokka X,Manual,Diesel,2017.0,16383.0,30.0,65.7,1.6,61.0,6.233082169469183,11348
3090,Ford, Ka+,Manual,Petrol,2019.0,255.0,145.0,47.9,1.2,38.0,4.0,12000
3215,VW, Passat,Manual,Diesel,2019.0,16482.0,145.0,53.3,2.0,56.0,2.0,14990
285,Ford, Fiesta,Manual,Petrol,2019.0,6164.0,145.0,58.9,1.0,91.0,0.0,15299
-541,VW, Sharan,Automatic,Diese,2016.0,30000.0,145.0,54.3,2.0,56.0,2.0,16990
428,VW, Arteon,Manual,Diesel,2019.0,40.0,150.0,52.3,2.0,70.0,3.0,27498
-448,Audi, A3,semi-auto,Petrol,2018.0,23860.0,145.0,60.1,1.0,34.0,0.0,16985
2332,VW, Polo,Manual,Petrol,2018.0,14641.0,145.0,60.1,1.2,35.0,4.0,10995
2717,BMW, 1 series,Manual,Diesel,2019.0,999.0,,72.4,1.5,64.0,1.0,19888
2079,VW, Polo,Semi-Auto,Petrol,2016.0,19000.0,,60.1,1.2,64.0,2.0,12500
3389,Skoda, Karoq,Manual,Petrol,2018.0,14667.0,145.0,53.3,1.0,87.0,,16490
722,Audi, A4,Semi-Auto,Petrol,2019.0,5987.0,145.0,38.2,2.0,57.0,2.0,25990
951,Audi, Q2,Automatic,Petrol,2019.0,6000.0,145.0,42.2,1.5,48.0,4.0,24444
3928,Mercedes,,Automatic,Diesel,2013.0,42742.0,125.0,57.7,2.1,43.0,1.0,13300
2262,Opel, Insignia,Manual,Diesel,2015.0,102000.0,0.0,74.3,1.6,94.0,4.0,5792
989,Mercedes, C Class,Semi-Auto,Diesel,2019.0,13.0,,64.2,2.0,72.0,2.0,31000
3212,Toyota, Yaris,Manual,Petrol,2017.0,19680.0,145.0,58.9,1.5,34.0,2.0,8998
1759,Opel, Corsa,Manual,Petrol,2019.0,7900.0,145.0,43.5,1.4,83.0,0.0,9499
3485,VW, Golf,Semi-Auto,Petrol,2019.0,4019.0,145.0,37.7,2.0,71.0,1.0,26202
326,Mercedes, CL Class,Manual,Petrol,2015.0,15557.0,125.0,50.4,1.6,63.0,3.0,17498
2608,Mercedes, A Class,Manual,Diesel,2017.0,12279.0,20.0,68.9,1.5,58.0,1.0,15999
1383,Opel, Insignia,Manual,Diesel,2019.0,5559.0,,51.4,2.0,39.0,3.0,19250
1724,Opel, Mokka X,Manual,Diesel,2019.0,15000.0,145.0,50.4,1.6,86.0,2.0,15900
1086,Ford, Fiesta,Manual,Petrol,2018.0,16110.0,145.0,55.4,1.1,32.0,1.0,9695
2523,BMW, X3,Automatic,Diesel,2017.0,17504.0,145.0,54.3,2.0,96.0,4.0,19450
341,Opel, Corsa,Manual,Petrol,2019.0,12969.0,,43.5,1.4,67.0,3.0,10000
147,VW, Touran,Manual,Diesel,2019.0,30.0,145.0,61.4,2.0,63.0,3.0,26298
-14,hyundai,I30,Manual,Petrol,2018.0,-36635.04269690733,150.0,57.7,1.0,61.0,2.0,10349
1107,Mercedes, CL Class,Automatic,Petrol,,48387.0,200.0,42.8,2.0,79.0,2.0,19024
848,Skoda, rapid,Semi-Auto,Petrol,2016.0,49000.0,30.0,58.9,1.4,85.0,4.0,7790
966,Opel, Grandland X,Automatic,Diesel,2018.0,15885.0,,65.7,1.6,30.0,1.0,14295
-356,Audi, A3,Manual,iesel,2014.0,48030.0,0.0,74.3,1.6,67.0,2.0,12239
1492,Opel, Corsa,Manual,Petrol,2019.0,4811.0,145.0,43.5,1.4,74.0,4.0,8630
2203,Audi, A5,Semi-Auto,Diesel,2020.0,1959.0,145.0,51.4,2.0,58.0,4.0,30299
3812,Audi, Q7,Semi-Auto,Diesel,2020.0,,145.0,33.2,3.0,72.0,3.0,62990
661,BMW, 1 Series,Manual,Diesel,2013.0,73919.0,30.0,65.7,2.0,76.0,3.0,7131
1002,Ford, Fiesta,Manual,Diesel,2017.0,19059.0,145.0,88.3,1.5,45.0,4.0,10399
-19,Ford, Focus,Manual,Diesel,2018.0,-42650.45371874818,150.0,67.3,2.0,83.0,1.0,18998
284,Opel, Vivaro,Manual,Diesel,2018.0,13585.0,145.0,50.4,1.6,86.0,1.0,19998
-23,Mercedes, C Class,Automati,Diesel,2016.0,70000.0,,,2.1,44.0,1.0,16450
-335,Aud, A3,Semi-Auto,Petrol,2010.37154645612,9101.0,145.0,44.1,2.0,87.0,2.0,27292
1879,Mercedes, A Class,Automatic,Diesel,2018.0,27590.0,145.0,,1.5,42.0,3.0,16990
-468,Ford, Fiesta,Manual,PETROL,2017.0,25000.0,150.0,65.7,1.0,58.0,2.0,9890
1203,Skoda, Kamiq,Semi-Auto,Diesel,2019.0,563.0,145.0,52.3,1.6,79.0,1.0,21990
1990,Toyota, Yaris,Automatic,Hybrid,,49682.0,0.0,78.0,1.5,75.0,2.0,11495
24,BMW, X1,Semi-Auto,Petrol,2019.0,6744.0,150.0,39.2,2.0,3.140370457788869,0.0,26980
-465,ercedes, C Class,Semi-Auto,Diesel,2015.0,38671.0,,,2.1,44.0,2.0,14998
3478,VW, Gol,Semi-Auto,Diesel,2019.0,15773.0,145.0,54.3,1.6,74.0,4.0,15995
3585,Toyota, Yaris,Manual,Petrol,2019.0,6903.0,145.0,47.9,1.5,90.0,4.0,11811
3953,VW, Polo,Manual,Petrol,2017.0,6741.0,150.0,58.9,1.0,77.0,4.0,11290
875,Hyundai, Tucson,Manual,Diesel,2017.0,9146.0,150.0,61.7,1.7,32.0,0.0,14498
-368,mercedes, B Class,Automatic,Diese,2019.0,10101.0,145.0,60.1,1.5,42.0,2.0,22749
938,Opel, Zafira,Automatic,Petrol,2016.0,22085.0,200.0,40.9,1.4,68.0,4.0,11611
2687,Opel, Astra,Manual,Diesel,2019.0,8000.0,145.0,85.6,1.6,46.0,1.0,16999
2394,Ford, Fiesta,Manual,Petrol,2018.0,11377.0,145.0,64.2,1.1,64.0,2.0,10000
-205,AUDI, A5,Semi-Auto,Diesel,2020.0,4951.0,145.0,51.4,2.0,30.0,0.0,27495
-582,Toyota, Yaris,Manual,Petrol,2010.2686347275303,25.0,-91.12163047754362,47.9,1.5,37.0,3.0,12990
3511,Toyota, Verso,Manual,Petrol,2016.0,9000.0,200.0,41.5,1.6,48.0,1.0,11495
385,Ford, Mondeo,Manual,Diesel,2013.0,43441.0,125.0,57.7,2.0,64.0,4.0,6399
3942,Opel, Crossland X,Manual,Diesel,2018.0,9730.0,145.0,,1.6,96.0,4.0,11500
-207,pel, INSIGNIA,Automatic,Diesel,2018.0,39201.0,145.0,55.4,1.6,94.0,3.0,11990
3780,VW, Golf,Semi-Auto,,2019.0,1302.0,145.0,52.3,2.0,84.0,4.0,20980
2291,Mercedes, C Class,Automatic,Diesel,2017.0,37000.0,30.0,64.2,,82.0,4.0,17990
-125,Ford, Fiesta,manual,Diesel,2017.0,63998.0,0.0,78.5,1.5,68.0,2.0,6760
936,Hyundai, I30,Semi-Auto,Petrol,2020.0,2083.0,145.0,,1.4,43.0,1.0,19890
-275,mercedes, C Class,SEMI-AUTO,Diesel,2016.0,35459.0,,,2.1,45.0,2.0,16499
2360,Opel, Astra,Manual,Petrol,2016.0,15137.0,125.0,51.4,1.4,80.0,2.0,8760
201,Toyota, YARIS,Automatic,Hybrid,2017.0,23802.0,0.0,86.0,1.5,74.0,4.0,10995
3208,Hyundai, Kona,Manual,Petrol,2018.0,8906.0,145.0,,1.0,90.0,4.0,13499
1332,Opel, Astra,Manual,Petrol,2013.0,43484.0,125.0,51.4,1.4,67.0,1.0,5498
3016,VW, Tiguan,Semi-Auto,Petrol,2017.0,15484.0,145.0,38.2,2.0,1.7694736373257314,3.0,25999
2708,VW, Polo,Semi-Auto,Petrol,2018.0,22923.0,145.0,47.9,2.0,69.0,1.0,16999
1934,Skoda, Rapid,Manual,Diesel,2017.0,32657.0,0.0,,1.6,43.0,3.0,8485
935,Audi, A4,Manual,Diesel,2017.0,72816.0,0.0,74.3,2.0,84.0,1.0,12898
2418,Ford, Fiesta,,Petrol,2017.0,11200.0,0.0,,1.0,33.0,0.0,9995
566,Hyundai, i30,Manual,Petrol,2019.0,2342.0,145.0,41.5,1.4,68.0,0.0,15750
1854,Hyundai, I40,Manual,Diesel,2019.0,10.0,145.0,52.3,1.6,93.0,2.0,16500
-308,Ford, Kuga, Manual ,Diesel,2017.0,82584.13442011928,125.0,,2.0,43.0,1.0,16798
2872,, Q3,Semi-Auto,Petrol,2017.0,10255.0,145.0,40.4,2.0,74.0,1.0,25444
3030,Opel,,Manual,Diesel,2019.0,3251.0,145.0,60.1,1.5,99.0,0.0,15299
1205,Opel, Corsa,Manual,Petrol,2016.0,33592.0,30.0,55.4,1.4,86.0,3.0,6199
2467,Ford, Kuga,Manual,Diesel,2017.0,28073.0,145.0,60.1,2.0,87.0,4.0,17000
1645,Mercedes, A Class,Semi-Auto,Petrol,2020.0,1000.0,145.0,53.3,1.3,55.0,4.0,25879
3417,VW, Golf,Manual,Diesel,2020.0,2500.0,145.0,57.7,1.6,79.0,4.0,19990
3476,Ford, Fiesta,Manual,Petrol,2018.0,18447.0,299.473503908807,65.7,1.0,56.0,3.0,11110
3659,BMW, 4 Series,Manual,Petrol,2018.0,17024.0,145.0,,2.0,78.0,,18280
2861,Ford, Grand C-MAX,Automatic,Diesel,2016.0,19525.0,299.473503908807,56.5,2.0,49.0,4.0,13499
1792,VW, Golf,Semi-Auto,Petrol,2019.0,6218.0,145.0,45.6,1.0,81.0,0.0,15298
1430,Ford, Fiesta,Manual,Petrol,2018.0,24813.0,145.0,56.5,1.0,56.0,4.0,11000
2826,Opel,,Manual,Diesel,2017.0,34875.0,20.0,68.9,1.6,72.0,1.0,10990
3368,BMW,1 Series,Manual,Diesel,2016.0,71603.0,20.0,70.6,1.5,94.0,1.0,9990
3367,Skoda, Yeti Outdoor,Manual,Diesel,2016.0,19212.0,30.0,62.8,2.0,58.0,0.0,11498
3100,VW, Polo,Manual,Petrol,2018.0,4702.0,145.0,64.2,1.0,77.0,4.0,12990
3981,Skoda, Rapid,Manual,Petrol,2016.0,14474.0,20.0,57.7,1.2,96.0,0.0,8295
1013,Mercedes, A Class,Semi-Auto,Diesel,2018.0,14909.0,145.0,65.7,1.5,53.0,1.0,16980
1928,, Superb,Semi-Auto,Petrol,2019.0,14502.0,,36.7,1.5,34.0,1.0,18900
3449,Toyota, yaris,Manual,Petrol,2019.0,4416.0,145.0,47.9,1.5,89.0,3.0,11990
3862,Opel, Ada,Manual,Petrol,2018.0,27704.0,145.0,53.3,1.2,66.0,3.0,8799
3056,Mercedes, GLA Class,Semi-Auto,Diesel,2017.0,29057.0,,67.3,2.1,,2.0,17990
3916,VW, Tiguan,Manual,Diesel,2017.0,21451.0,145.0,58.9,2.0,62.0,0.0,22494
126,Opel, Adam,Manual,Petrol,2016.0,29229.0,30.0,57.6,1.0,53.0,3.0,8495
3610,Mercedes, GLA Class,Semi-Auto,Diesel,2018.0,11370.0,145.0,56.5,2.1,90.0,3.0,20799
2935,BMW, 3 Series,Automatic,Diesel,2017.0,28140.0,160.0,51.4,3.0,71.0,3.0,19600
3204,Ford, Fiesta,Manual,Petrol,2014.0,18358.0,0.0,65.7,,67.0,3.0,8495
1347,Toyota, C-HR,Automatic,Hybrid,2018.0,28414.0,135.0,74.3,1.8,80.0,3.0,17498
3055,VW, Polo,Manual,Petrol,2017.0,28994.0,20.0,60.1,1.0,98.0,0.0,9495
355,Audi, A3,Manual,Petrol,2018.0,15215.0,150.0,55.4,1.5,52.0,3.0,19990
-288,Hyundai, I30,Manual,Petrol,2018.0,12933.0,294.8434093252618,57.7,1.0,125.18872875992906,2.0,8825
2730,, Crossland X,Manual,Petrol,2017.0,31222.0,150.0,58.9,1.2,71.0,1.0,9798
827,Toyota, Aygo,Manual,Petrol,,12844.0,145.0,68.9,1.0,41.0,1.0,7490
1639,Ford, Fiesta,Manual,Petrol,2018.0,11097.0,145.0,62.8,1.0,84.0,0.0,13295
3040,Ford, B-MAX,Manual,Diesel,2017.0,15999.0,0.0,74.4,1.5,66.0,1.0,8990
984,Ford, Fiesta,Manual,Petrol,2018.0,26629.0,145.0,56.5,1.0,43.0,0.0,10060
3281,Toyota, Aygo,Semi-Auto,Petrol,2016.0,15999.0,0.0,67.0,1.0,90.0,2.0,7440
-573,ford, Focus,Manual,Petrol,2017.0,17000.0,,,2.0,38.0,4.0,18200
2188,Skoda, Superb,Automatic,Diesel,2019.0,2022.0,145.0,47.1,2.0,,3.0,28490
-247,Opel, Combo Life,Manual,petrol,2019.0,9000.0,145.0,42.2,1.2,61.0,3.0,15760
2443,VW, Polo,Manual,Petrol,2017.0,18686.0,,60.1,1.2,54.0,4.0,10692
362,VW, T-Cross,Manual,Petrol,2019.0,3596.0,145.0,47.9,1.0,72.0,3.0,17295
2349,BMW, X4,Manual,Diesel,2015.0,39824.0,,52.3,2.0,82.0,,19500
345,Mercedes, E Clas,Semi-Auto,Diesel,2019.0,15426.0,145.0,100.9989430231214,2.0,39.0,4.0,25780
3551,Hyundai, Tucson,Manual,Diesel,2017.0,15804.0,30.0,61.7,1.7,63.0,0.0,14798
-243,Skoda, Octavia,Semi-Auto,Diese,2017.0,17704.0,30.0,64.2,2.0,88.0,1.0,13490
711,VW, Tiguan,Semi-Auto,Diesel,2016.0,46087.0,160.0,49.6,2.0,94.0,2.0,21490
3205,Hyundai, I30,Manual,Petrol,2015.0,20662.0,,,1.4,51.0,1.0,8498
3677,BMW, X1,Automatic,,2019.0,1100.0,145.0,60.1,2.0,56.0,1.0,25999
-411,, Focus,Manual,etrol,2018.0,11856.0,,,1.0,70.0,3.0,13231
3557,VW, Gol,Manual,Diesel,2019.0,15222.0,145.0,57.7,1.6,86.0,0.0,14650
3325,Audi, A4,Automatic,Diesel,,4983.0,145.0,48.7,2.0,39.0,3.0,27490
10,Toyota, Auris,Automatic,Hybrid,2016.0,28609.0,0.0,78.5,1.8,42.0,3.0,12500
1683,Opel, Mokka X,Manual,Petrol,2016.0,11720.0,145.0,47.1,1.4,53.0,2.0,10881
2116,Skoda, fabia,Semi-Auto,Petrol,2017.0,18865.0,145.0,60.1,1.2,61.0,1.0,11990
-361,Ford, Focus,unknown,Diesel,2018.0,8000.0,145.0,74.3,1.5,54.0,1.0,15999
1834,BMW, 3 Series,Semi-Auto,Petrol,2018.0,19620.0,145.0,48.7,2.0,97.0,,20498
793,Mercedes, B Class,Automatic,,2019.0,12819.0,145.0,45.6,1.3,64.0,1.0,20900
3363,Opel, Mokka X,Manual,Petrol,2019.0,9495.0,145.0,39.2,1.4,37.0,0.0,14500
-549,Ford, Focus,Manual,DIESEL,2019.0,10812.0,,,1.5,99.0,2.0,14698
2802,Opel, Astra,Manual,Petrol,2015.0,61779.0,,48.7,1.4,44.0,2.0,5991
2674,Toyota, Yaris,Manual,Petrol,2013.0,76920.0,125.0,58.9,1.3,93.0,2.0,4698
94,Mercedes, GLC Class,Automatic,Diesel,2015.0,37322.0,125.0,56.5,2.1,50.0,0.0,23472
3566,Skoda, Octavia,Manual,Petrol,2016.0,,30.0,,1.4,59.0,3.0,9377
129,Opel, Astra,Automatic,Petrol,2016.0,39954.0,120.0,51.4,1.4,99.0,4.0,10100
2891,Opel, Astra,Manual,Petrol,2015.0,41585.0,,51.4,1.4,54.0,4.0,7399
2371,Mercedes, A Class,,Petrol,2020.0,1499.0,,,1.3,85.0,4.0,27990
3978,Toyota, C-HR,Automatic,Hybrid,2017.0,11499.0,135.0,74.3,1.8,85.0,2.0,21995
3783,Opel, Mokka X,Manual,Petrol,2017.0,17000.0,145.0,47.1,1.4,32.0,4.0,10990
3332,Toyota, Yaris,Automatic,,2018.0,10142.0,140.0,76.3,1.5,54.0,4.0,13900
3228,Opel, Insignia,Manual,Diesel,2015.0,73667.0,290.4867850792564,62.8,2.0,76.0,,7200
-526,Mercedes, GL Class,semi-auto,Diesel,2016.0,29810.0,325.0,36.2,3.0,33.0,3.0,33037
2995,VW, Tiguan,Semi-Auto,Diesel,2017.0,25318.0,160.0,49.6,2.0,86.0,1.0,22990
2263,Toyota, RAV4,Automatic,Hybrid,2019.0,9000.0,140.0,49.6,2.5,88.0,4.0,32995
1900,Ford, Fiesta,Manual,Petrol,2020.0,4000.0,145.0,55.4,1.1,46.0,3.0,12995
